"chemical" "ProteinID"
"CIDm00000703" "b0041"
"CIDm00000703" "b0042"
"CIDm00000703" "b0043"
"CIDm00000703" "b0115"
"CIDm00000703" "b0116"
"CIDm00000703" "b0311"
"CIDm00000703" "b0312"
"CIDm00000703" "b0315"
"CIDm00000703" "b0347"
"CIDm00000703" "b0385"
"CIDm00000703" "b0400"
"CIDm00000703" "b0423"
"CIDm00000703" "b0451"
"CIDm00000703" "b0507"
"CIDm00000703" "b0509"
"CIDm00000703" "b0578"
"CIDm00000703" "b0606"
"CIDm00000703" "b0662"
"CIDm00000703" "b0708"
"CIDm00000703" "b0721"
"CIDm00000703" "b0722"
"CIDm00000703" "b0723"
"CIDm00000703" "b0724"
"CIDm00000703" "b0727"
"CIDm00000703" "b0833"
"CIDm00000703" "b0851"
"CIDm00000703" "b0871"
"CIDm00000703" "b0888"
"CIDm00000703" "b0945"
"CIDm00000703" "b0947"
"CIDm00000703" "b0993"
"CIDm00000703" "b1007"
"CIDm00000703" "b1008"
"CIDm00000703" "b1014"
"CIDm00000703" "b1025"
"CIDm00000703" "b1059"
"CIDm00000703" "b1109"
"CIDm00000703" "b1163"
"CIDm00000703" "b1168"
"CIDm00000703" "b1222"
"CIDm00000703" "b1241"
"CIDm00000703" "b1285"
"CIDm00000703" "b1300"
"CIDm00000703" "b1308"
"CIDm00000703" "b1341"
"CIDm00000703" "b1385"
"CIDm00000703" "b1415"
"CIDm00000703" "b1444"
"CIDm00000703" "b1462"
"CIDm00000703" "b1489"
"CIDm00000703" "b1490"
"CIDm00000703" "b1522"
"CIDm00000703" "b1525"
"CIDm00000703" "b1687"
"CIDm00000703" "b1695"
"CIDm00000703" "b1697"
"CIDm00000703" "b1698"
"CIDm00000703" "b1699"
"CIDm00000703" "b1746"
"CIDm00000703" "b1765"
"CIDm00000703" "b1884"
"CIDm00000703" "b1956"
"CIDm00000703" "b1971"
"CIDm00000703" "b2036"
"CIDm00000703" "b2067"
"CIDm00000703" "b2133"
"CIDm00000703" "b2146"
"CIDm00000703" "b2147"
"CIDm00000703" "b2210"
"CIDm00000703" "b2214"
"CIDm00000703" "b2218"
"CIDm00000703" "b2219"
"CIDm00000703" "b2236"
"CIDm00000703" "b2324"
"CIDm00000703" "b2370"
"CIDm00000703" "b2455"
"CIDm00000703" "b2468"
"CIDm00000703" "b2469"
"CIDm00000703" "b2503"
"CIDm00000703" "b2525"
"CIDm00000703" "b2540"
"CIDm00000703" "b2542"
"CIDm00000703" "b2552"
"CIDm00000703" "b2574"
"CIDm00000703" "b2582"
"CIDm00000703" "b2660"
"CIDm00000703" "b2661"
"CIDm00000703" "b2668"
"CIDm00000703" "b2710"
"CIDm00000703" "b2711"
"CIDm00000703" "b2736"
"CIDm00000703" "b2752"
"CIDm00000703" "b2762"
"CIDm00000703" "b2764"
"CIDm00000703" "b2766"
"CIDm00000703" "b2769"
"CIDm00000703" "b2770"
"CIDm00000703" "b2786"
"CIDm00000703" "b2878"
"CIDm00000703" "b2887"
"CIDm00000703" "b2905"
"CIDm00000703" "b2906"
"CIDm00000703" "b2907"
"CIDm00000703" "b2979"
"CIDm00000703" "b3028"
"CIDm00000703" "b3070"
"CIDm00000703" "b3072"
"CIDm00000703" "b3081"
"CIDm00000703" "b3125"
"CIDm00000703" "b3210"
"CIDm00000703" "b3213"
"CIDm00000703" "b3365"
"CIDm00000703" "b3366"
"CIDm00000703" "b3425"
"CIDm00000703" "b3426"
"CIDm00000703" "b3492"
"CIDm00000703" "b3500"
"CIDm00000703" "b3529"
"CIDm00000703" "b3588"
"CIDm00000703" "b3611"
"CIDm00000703" "b3668"
"CIDm00000703" "b3690"
"CIDm00000703" "b3741"
"CIDm00000703" "b3781"
"CIDm00000703" "b3844"
"CIDm00000703" "b3882"
"CIDm00000703" "b3924"
"CIDm00000703" "b3941"
"CIDm00000703" "b3972"
"CIDm00000703" "b4003"
"CIDm00000703" "b4151"
"CIDm00000703" "b4152"
"CIDm00000703" "b4153"
"CIDm00000703" "b4154"
"CIDm00000703" "b4187"
"CIDm00000710" "b0025"
"CIDm00000710" "b0046"
"CIDm00000710" "b0047"
"CIDm00000710" "b0315"
"CIDm00000710" "b0385"
"CIDm00000710" "b0400"
"CIDm00000710" "b0430"
"CIDm00000710" "b0431"
"CIDm00000710" "b0432"
"CIDm00000710" "b0451"
"CIDm00000710" "b0578"
"CIDm00000710" "b0684"
"CIDm00000710" "b0708"
"CIDm00000710" "b0833"
"CIDm00000710" "b0851"
"CIDm00000710" "b0901"
"CIDm00000710" "b0935"
"CIDm00000710" "b0937"
"CIDm00000710" "b0945"
"CIDm00000710" "b0993"
"CIDm00000710" "b1004"
"CIDm00000710" "b1007"
"CIDm00000710" "b1008"
"CIDm00000710" "b1012"
"CIDm00000710" "b1025"
"CIDm00000710" "b1059"
"CIDm00000710" "b1092"
"CIDm00000710" "b1095"
"CIDm00000710" "b1163"
"CIDm00000710" "b1168"
"CIDm00000710" "b1189"
"CIDm00000710" "b1222"
"CIDm00000710" "b1285"
"CIDm00000710" "b1341"
"CIDm00000710" "b1387"
"CIDm00000710" "b1412"
"CIDm00000710" "b1462"
"CIDm00000710" "b1489"
"CIDm00000710" "b1490"
"CIDm00000710" "b1494"
"CIDm00000710" "b1522"
"CIDm00000710" "b1638"
"CIDm00000710" "b1650"
"CIDm00000710" "b1765"
"CIDm00000710" "b1884"
"CIDm00000710" "b1956"
"CIDm00000710" "b2067"
"CIDm00000710" "b2140"
"CIDm00000710" "b2146"
"CIDm00000710" "b2147"
"CIDm00000710" "b2218"
"CIDm00000710" "b2219"
"CIDm00000710" "b2235"
"CIDm00000710" "b2276"
"CIDm00000710" "b2277"
"CIDm00000710" "b2278"
"CIDm00000710" "b2279"
"CIDm00000710" "b2281"
"CIDm00000710" "b2282"
"CIDm00000710" "b2283"
"CIDm00000710" "b2284"
"CIDm00000710" "b2285"
"CIDm00000710" "b2286"
"CIDm00000710" "b2287"
"CIDm00000710" "b2288"
"CIDm00000710" "b2311"
"CIDm00000710" "b2323"
"CIDm00000710" "b2324"
"CIDm00000710" "b2329"
"CIDm00000710" "b2370"
"CIDm00000710" "b2468"
"CIDm00000710" "b2469"
"CIDm00000710" "b2480"
"CIDm00000710" "b2484"
"CIDm00000710" "b2487"
"CIDm00000710" "b2488"
"CIDm00000710" "b2503"
"CIDm00000710" "b2563"
"CIDm00000710" "b2674"
"CIDm00000710" "b2676"
"CIDm00000710" "b2710"
"CIDm00000710" "b2720"
"CIDm00000710" "b2721"
"CIDm00000710" "b2752"
"CIDm00000710" "b2762"
"CIDm00000710" "b2764"
"CIDm00000710" "b2786"
"CIDm00000710" "b2790"
"CIDm00000710" "b2878"
"CIDm00000710" "b2887"
"CIDm00000710" "b3028"
"CIDm00000710" "b3072"
"CIDm00000710" "b3081"
"CIDm00000710" "b3160"
"CIDm00000710" "b3210"
"CIDm00000710" "b3212"
"CIDm00000710" "b3213"
"CIDm00000710" "b3260"
"CIDm00000710" "b3351"
"CIDm00000710" "b3527"
"CIDm00000710" "b3529"
"CIDm00000710" "b3605"
"CIDm00000710" "b3639"
"CIDm00000710" "b3668"
"CIDm00000710" "b3713"
"CIDm00000710" "b3844"
"CIDm00000710" "b4003"
"CIDm00000710" "b4049"
"CIDm00000716" "b0315"
"CIDm00000716" "b0385"
"CIDm00000716" "b0394"
"CIDm00000716" "b0400"
"CIDm00000716" "b0451"
"CIDm00000716" "b0676"
"CIDm00000716" "b0833"
"CIDm00000716" "b0872"
"CIDm00000716" "b0993"
"CIDm00000716" "b1025"
"CIDm00000716" "b1103"
"CIDm00000716" "b1119"
"CIDm00000716" "b1163"
"CIDm00000716" "b1168"
"CIDm00000716" "b1222"
"CIDm00000716" "b1285"
"CIDm00000716" "b1341"
"CIDm00000716" "b1392"
"CIDm00000716" "b1489"
"CIDm00000716" "b1490"
"CIDm00000716" "b1522"
"CIDm00000716" "b1594"
"CIDm00000716" "b1613"
"CIDm00000716" "b1803"
"CIDm00000716" "b1884"
"CIDm00000716" "b1956"
"CIDm00000716" "b2032"
"CIDm00000716" "b2044"
"CIDm00000716" "b2050"
"CIDm00000716" "b2057"
"CIDm00000716" "b2067"
"CIDm00000716" "b2218"
"CIDm00000716" "b2219"
"CIDm00000716" "b2370"
"CIDm00000716" "b2469"
"CIDm00000716" "b2503"
"CIDm00000716" "b2550"
"CIDm00000716" "b2552"
"CIDm00000716" "b2714"
"CIDm00000716" "b2786"
"CIDm00000716" "b3210"
"CIDm00000716" "b3222"
"CIDm00000716" "b3529"
"CIDm00000716" "b3628"
"CIDm00000716" "b3668"
"CIDm00000716" "b3904"
"CIDm00000716" "b3924"
"CIDm00000716" "b4003"
"CIDm00000716" "b4036"
"CIDm00000716" "b4084"
"CIDm00000730" "b0023"
"CIDm00000730" "b0049"
"CIDm00000730" "b0095"
"CIDm00000730" "b0169"
"CIDm00000730" "b0320"
"CIDm00000730" "b0518"
"CIDm00000730" "b0728"
"CIDm00000730" "b0729"
"CIDm00000730" "b0778"
"CIDm00000730" "b0780"
"CIDm00000730" "b0868"
"CIDm00000730" "b0958"
"CIDm00000730" "b1203"
"CIDm00000730" "b1224"
"CIDm00000730" "b1225"
"CIDm00000730" "b1227"
"CIDm00000730" "b1253"
"CIDm00000730" "b1593"
"CIDm00000730" "b1838"
"CIDm00000730" "b2016"
"CIDm00000730" "b2032"
"CIDm00000730" "b2044"
"CIDm00000730" "b2050"
"CIDm00000730" "b2051"
"CIDm00000730" "b2052"
"CIDm00000730" "b2053"
"CIDm00000730" "b2055"
"CIDm00000730" "b2057"
"CIDm00000730" "b2059"
"CIDm00000730" "b2195"
"CIDm00000730" "b2234"
"CIDm00000730" "b2254"
"CIDm00000730" "b2255"
"CIDm00000730" "b2296"
"CIDm00000730" "b2351"
"CIDm00000730" "b2511"
"CIDm00000730" "b2518"
"CIDm00000730" "b2566"
"CIDm00000730" "b2569"
"CIDm00000730" "b2582"
"CIDm00000730" "b2609"
"CIDm00000730" "b2610"
"CIDm00000730" "b2620"
"CIDm00000730" "b2727"
"CIDm00000730" "b2734"
"CIDm00000730" "b2752"
"CIDm00000730" "b2762"
"CIDm00000730" "b2918"
"CIDm00000730" "b2928"
"CIDm00000730" "b3065"
"CIDm00000730" "b3115"
"CIDm00000730" "b3165"
"CIDm00000730" "b3168"
"CIDm00000730" "b3230"
"CIDm00000730" "b3296"
"CIDm00000730" "b3297"
"CIDm00000730" "b3298"
"CIDm00000730" "b3303"
"CIDm00000730" "b3306"
"CIDm00000730" "b3307"
"CIDm00000730" "b3311"
"CIDm00000730" "b3314"
"CIDm00000730" "b3316"
"CIDm00000730" "b3321"
"CIDm00000730" "b3339"
"CIDm00000730" "b3340"
"CIDm00000730" "b3341"
"CIDm00000730" "b3342"
"CIDm00000730" "b3409"
"CIDm00000730" "b3464"
"CIDm00000730" "b3590"
"CIDm00000730" "b3615"
"CIDm00000730" "b3619"
"CIDm00000730" "b3628"
"CIDm00000730" "b3648"
"CIDm00000730" "b3706"
"CIDm00000730" "b3781"
"CIDm00000730" "b3860"
"CIDm00000730" "b3865"
"CIDm00000730" "b3974"
"CIDm00000730" "b3980"
"CIDm00000730" "b4109"
"CIDm00000730" "b4161"
"CIDm00000730" "b4173"
"CIDm00000730" "b4177"
"CIDm00000730" "b4200"
"CIDm00000730" "b4202"
"CIDm00000730" "b4375"
"CIDm00000738" "b0032"
"CIDm00000738" "b0033"
"CIDm00000738" "b0273"
"CIDm00000738" "b0447"
"CIDm00000738" "b0485"
"CIDm00000738" "b0600"
"CIDm00000738" "b0653"
"CIDm00000738" "b0654"
"CIDm00000738" "b0674"
"CIDm00000738" "b0680"
"CIDm00000738" "b0810"
"CIDm00000738" "b0811"
"CIDm00000738" "b0889"
"CIDm00000738" "b1102"
"CIDm00000738" "b1212"
"CIDm00000738" "b1297"
"CIDm00000738" "b1334"
"CIDm00000738" "b1524"
"CIDm00000738" "b1918"
"CIDm00000738" "b2023"
"CIDm00000738" "b2025"
"CIDm00000738" "b2163"
"CIDm00000738" "b2290"
"CIDm00000738" "b2330"
"CIDm00000738" "b2379"
"CIDm00000738" "b2780"
"CIDm00000738" "b2870"
"CIDm00000738" "b3270"
"CIDm00000738" "b3357"
"CIDm00000738" "b3743"
"CIDm00000738" "b3870"
"CIDm00000738" "b4254"
"CIDm00000739" "b0150"
"CIDm00000739" "b1023"
"CIDm00000739" "b4034"
"CIDm00000743" "b0312"
"CIDm00000743" "b0421"
"CIDm00000743" "b0928"
"CIDm00000743" "b1120"
"CIDm00000743" "b1241"
"CIDm00000743" "b1300"
"CIDm00000743" "b1385"
"CIDm00000743" "b1415"
"CIDm00000743" "b1444"
"CIDm00000743" "b1525"
"CIDm00000743" "b1673"
"CIDm00000743" "b1746"
"CIDm00000743" "b2455"
"CIDm00000743" "b2661"
"CIDm00000743" "b3187"
"CIDm00000743" "b3517"
"CIDm00000743" "b3588"
"CIDm00000743" "b3770"
"CIDm00000745" "b0047"
"CIDm00000745" "b0116"
"CIDm00000745" "b0212"
"CIDm00000745" "b0304"
"CIDm00000745" "b0493"
"CIDm00000745" "b0596"
"CIDm00000745" "b0638"
"CIDm00000745" "b0655"
"CIDm00000745" "b0811"
"CIDm00000745" "b0838"
"CIDm00000745" "b0849"
"CIDm00000745" "b0860"
"CIDm00000745" "b0863"
"CIDm00000745" "b0888"
"CIDm00000745" "b0927"
"CIDm00000745" "b0932"
"CIDm00000745" "b1064"
"CIDm00000745" "b1271"
"CIDm00000745" "b1454"
"CIDm00000745" "b1606"
"CIDm00000745" "b1635"
"CIDm00000745" "b1654"
"CIDm00000745" "b1920"
"CIDm00000745" "b2137"
"CIDm00000745" "b2195"
"CIDm00000745" "b2301"
"CIDm00000745" "b2302"
"CIDm00000745" "b2309"
"CIDm00000745" "b2310"
"CIDm00000745" "b2370"
"CIDm00000745" "b2582"
"CIDm00000745" "b2705"
"CIDm00000745" "b2827"
"CIDm00000745" "b2947"
"CIDm00000745" "b2988"
"CIDm00000745" "b2989"
"CIDm00000745" "b3102"
"CIDm00000745" "b3147"
"CIDm00000745" "b3229"
"CIDm00000745" "b3500"
"CIDm00000745" "b3592"
"CIDm00000745" "b3610"
"CIDm00000745" "b3781"
"CIDm00000745" "b3860"
"CIDm00000745" "b3962"
"CIDm00000745" "b4249"
"CIDm00000745" "b4395"
"CIDm00000751" "b0207"
"CIDm00000751" "b0268"
"CIDm00000751" "b0463"
"CIDm00000751" "b1781"
"CIDm00000751" "b2245"
"CIDm00000751" "b2478"
"CIDm00000751" "b2914"
"CIDm00000751" "b3012"
"CIDm00000751" "b3126"
"CIDm00000751" "b3225"
"CIDm00000751" "b3265"
"CIDm00000751" "b3513"
"CIDm00000751" "b4298"
"CIDm00000753" "b0002"
"CIDm00000753" "b0008"
"CIDm00000753" "b0009"
"CIDm00000753" "b0014"
"CIDm00000753" "b0025"
"CIDm00000753" "b0028"
"CIDm00000753" "b0029"
"CIDm00000753" "b0031"
"CIDm00000753" "b0032"
"CIDm00000753" "b0033"
"CIDm00000753" "b0035"
"CIDm00000753" "b0036"
"CIDm00000753" "b0037"
"CIDm00000753" "b0038"
"CIDm00000753" "b0039"
"CIDm00000753" "b0040"
"CIDm00000753" "b0043"
"CIDm00000753" "b0046"
"CIDm00000753" "b0048"
"CIDm00000753" "b0049"
"CIDm00000753" "b0050"
"CIDm00000753" "b0053"
"CIDm00000753" "b0059"
"CIDm00000753" "b0060"
"CIDm00000753" "b0073"
"CIDm00000753" "b0074"
"CIDm00000753" "b0077"
"CIDm00000753" "b0080"
"CIDm00000753" "b0084"
"CIDm00000753" "b0085"
"CIDm00000753" "b0086"
"CIDm00000753" "b0088"
"CIDm00000753" "b0090"
"CIDm00000753" "b0091"
"CIDm00000753" "b0095"
"CIDm00000753" "b0096"
"CIDm00000753" "b0099"
"CIDm00000753" "b0104"
"CIDm00000753" "b0115"
"CIDm00000753" "b0116"
"CIDm00000753" "b0121"
"CIDm00000753" "b0123"
"CIDm00000753" "b0124"
"CIDm00000753" "b0125"
"CIDm00000753" "b0126"
"CIDm00000753" "b0130"
"CIDm00000753" "b0131"
"CIDm00000753" "b0133"
"CIDm00000753" "b0134"
"CIDm00000753" "b0142"
"CIDm00000753" "b0143"
"CIDm00000753" "b0144"
"CIDm00000753" "b0148"
"CIDm00000753" "b0149"
"CIDm00000753" "b0150"
"CIDm00000753" "b0152"
"CIDm00000753" "b0154"
"CIDm00000753" "b0158"
"CIDm00000753" "b0159"
"CIDm00000753" "b0161"
"CIDm00000753" "b0166"
"CIDm00000753" "b0168"
"CIDm00000753" "b0171"
"CIDm00000753" "b0172"
"CIDm00000753" "b0173"
"CIDm00000753" "b0174"
"CIDm00000753" "b0176"
"CIDm00000753" "b0180"
"CIDm00000753" "b0184"
"CIDm00000753" "b0187"
"CIDm00000753" "b0192"
"CIDm00000753" "b0194"
"CIDm00000753" "b0197"
"CIDm00000753" "b0199"
"CIDm00000753" "b0200"
"CIDm00000753" "b0210"
"CIDm00000753" "b0211"
"CIDm00000753" "b0212"
"CIDm00000753" "b0213"
"CIDm00000753" "b0214"
"CIDm00000753" "b0215"
"CIDm00000753" "b0219"
"CIDm00000753" "b0221"
"CIDm00000753" "b0222"
"CIDm00000753" "b0227"
"CIDm00000753" "b0228"
"CIDm00000753" "b0231"
"CIDm00000753" "b0232"
"CIDm00000753" "b0234"
"CIDm00000753" "b0237"
"CIDm00000753" "b0238"
"CIDm00000753" "b0239"
"CIDm00000753" "b0268"
"CIDm00000753" "b0271"
"CIDm00000753" "b0273"
"CIDm00000753" "b0278"
"CIDm00000753" "b0283"
"CIDm00000753" "b0304"
"CIDm00000753" "b0311"
"CIDm00000753" "b0312"
"CIDm00000753" "b0313"
"CIDm00000753" "b0314"
"CIDm00000753" "b0315"
"CIDm00000753" "b0318"
"CIDm00000753" "b0323"
"CIDm00000753" "b0324"
"CIDm00000753" "b0331"
"CIDm00000753" "b0333"
"CIDm00000753" "b0335"
"CIDm00000753" "b0337"
"CIDm00000753" "b0339"
"CIDm00000753" "b0342"
"CIDm00000753" "b0344"
"CIDm00000753" "b0345"
"CIDm00000753" "b0349"
"CIDm00000753" "b0351"
"CIDm00000753" "b0352"
"CIDm00000753" "b0355"
"CIDm00000753" "b0356"
"CIDm00000753" "b0364"
"CIDm00000753" "b0369"
"CIDm00000753" "b0376"
"CIDm00000753" "b0383"
"CIDm00000753" "b0385"
"CIDm00000753" "b0386"
"CIDm00000753" "b0388"
"CIDm00000753" "b0394"
"CIDm00000753" "b0397"
"CIDm00000753" "b0398"
"CIDm00000753" "b0399"
"CIDm00000753" "b0400"
"CIDm00000753" "b0403"
"CIDm00000753" "b0406"
"CIDm00000753" "b0414"
"CIDm00000753" "b0415"
"CIDm00000753" "b0416"
"CIDm00000753" "b0418"
"CIDm00000753" "b0419"
"CIDm00000753" "b0421"
"CIDm00000753" "b0423"
"CIDm00000753" "b0424"
"CIDm00000753" "b0425"
"CIDm00000753" "b0431"
"CIDm00000753" "b0432"
"CIDm00000753" "b0436"
"CIDm00000753" "b0437"
"CIDm00000753" "b0441"
"CIDm00000753" "b0443"
"CIDm00000753" "b0447"
"CIDm00000753" "b0448"
"CIDm00000753" "b0449"
"CIDm00000753" "b0450"
"CIDm00000753" "b0451"
"CIDm00000753" "b0452"
"CIDm00000753" "b0459"
"CIDm00000753" "b0462"
"CIDm00000753" "b0463"
"CIDm00000753" "b0464"
"CIDm00000753" "b0469"
"CIDm00000753" "b0473"
"CIDm00000753" "b0474"
"CIDm00000753" "b0475"
"CIDm00000753" "b0476"
"CIDm00000753" "b0477"
"CIDm00000753" "b0480"
"CIDm00000753" "b0481"
"CIDm00000753" "b0484"
"CIDm00000753" "b0485"
"CIDm00000753" "b0493"
"CIDm00000753" "b0494"
"CIDm00000753" "b0503"
"CIDm00000753" "b0509"
"CIDm00000753" "b0512"
"CIDm00000753" "b0516"
"CIDm00000753" "b0517"
"CIDm00000753" "b0521"
"CIDm00000753" "b0522"
"CIDm00000753" "b0523"
"CIDm00000753" "b0525"
"CIDm00000753" "b0529"
"CIDm00000753" "b0535"
"CIDm00000753" "b0544"
"CIDm00000753" "b0545"
"CIDm00000753" "b0568"
"CIDm00000753" "b0570"
"CIDm00000753" "b0571"
"CIDm00000753" "b0578"
"CIDm00000753" "b0585"
"CIDm00000753" "b0586"
"CIDm00000753" "b0593"
"CIDm00000753" "b0596"
"CIDm00000753" "b0597"
"CIDm00000753" "b0599"
"CIDm00000753" "b0600"
"CIDm00000753" "b0604"
"CIDm00000753" "b0605"
"CIDm00000753" "b0607"
"CIDm00000753" "b0608"
"CIDm00000753" "b0613"
"CIDm00000753" "b0619"
"CIDm00000753" "b0623"
"CIDm00000753" "b0632"
"CIDm00000753" "b0638"
"CIDm00000753" "b0639"
"CIDm00000753" "b0640"
"CIDm00000753" "b0642"
"CIDm00000753" "b0644"
"CIDm00000753" "b0647"
"CIDm00000753" "b0650"
"CIDm00000753" "b0655"
"CIDm00000753" "b0658"
"CIDm00000753" "b0674"
"CIDm00000753" "b0675"
"CIDm00000753" "b0676"
"CIDm00000753" "b0677"
"CIDm00000753" "b0678"
"CIDm00000753" "b0680"
"CIDm00000753" "b0683"
"CIDm00000753" "b0684"
"CIDm00000753" "b0695"
"CIDm00000753" "b0708"
"CIDm00000753" "b0711"
"CIDm00000753" "b0712"
"CIDm00000753" "b0714"
"CIDm00000753" "b0720"
"CIDm00000753" "b0723"
"CIDm00000753" "b0724"
"CIDm00000753" "b0727"
"CIDm00000753" "b0728"
"CIDm00000753" "b0729"
"CIDm00000753" "b0730"
"CIDm00000753" "b0731"
"CIDm00000753" "b0732"
"CIDm00000753" "b0736"
"CIDm00000753" "b0740"
"CIDm00000753" "b0741"
"CIDm00000753" "b0742"
"CIDm00000753" "b0754"
"CIDm00000753" "b0755"
"CIDm00000753" "b0756"
"CIDm00000753" "b0757"
"CIDm00000753" "b0763"
"CIDm00000753" "b0769"
"CIDm00000753" "b0771"
"CIDm00000753" "b0773"
"CIDm00000753" "b0774"
"CIDm00000753" "b0775"
"CIDm00000753" "b0777"
"CIDm00000753" "b0778"
"CIDm00000753" "b0782"
"CIDm00000753" "b0783"
"CIDm00000753" "b0784"
"CIDm00000753" "b0785"
"CIDm00000753" "b0796"
"CIDm00000753" "b0797"
"CIDm00000753" "b0799"
"CIDm00000753" "b0800"
"CIDm00000753" "b0801"
"CIDm00000753" "b0804"
"CIDm00000753" "b0811"
"CIDm00000753" "b0812"
"CIDm00000753" "b0817"
"CIDm00000753" "b0819"
"CIDm00000753" "b0822"
"CIDm00000753" "b0823"
"CIDm00000753" "b0825"
"CIDm00000753" "b0826"
"CIDm00000753" "b0827"
"CIDm00000753" "b0830"
"CIDm00000753" "b0833"
"CIDm00000753" "b0834"
"CIDm00000753" "b0837"
"CIDm00000753" "b0838"
"CIDm00000753" "b0849"
"CIDm00000753" "b0851"
"CIDm00000753" "b0854"
"CIDm00000753" "b0859"
"CIDm00000753" "b0860"
"CIDm00000753" "b0863"
"CIDm00000753" "b0867"
"CIDm00000753" "b0869"
"CIDm00000753" "b0870"
"CIDm00000753" "b0871"
"CIDm00000753" "b0872"
"CIDm00000753" "b0873"
"CIDm00000753" "b0875"
"CIDm00000753" "b0880"
"CIDm00000753" "b0881"
"CIDm00000753" "b0882"
"CIDm00000753" "b0884"
"CIDm00000753" "b0888"
"CIDm00000753" "b0889"
"CIDm00000753" "b0891"
"CIDm00000753" "b0892"
"CIDm00000753" "b0893"
"CIDm00000753" "b0894"
"CIDm00000753" "b0897"
"CIDm00000753" "b0901"
"CIDm00000753" "b0903"
"CIDm00000753" "b0906"
"CIDm00000753" "b0907"
"CIDm00000753" "b0909"
"CIDm00000753" "b0914"
"CIDm00000753" "b0915"
"CIDm00000753" "b0921"
"CIDm00000753" "b0927"
"CIDm00000753" "b0928"
"CIDm00000753" "b0929"
"CIDm00000753" "b0930"
"CIDm00000753" "b0931"
"CIDm00000753" "b0932"
"CIDm00000753" "b0935"
"CIDm00000753" "b0936"
"CIDm00000753" "b0937"
"CIDm00000753" "b0939"
"CIDm00000753" "b0944"
"CIDm00000753" "b0945"
"CIDm00000753" "b0947"
"CIDm00000753" "b0948"
"CIDm00000753" "b0954"
"CIDm00000753" "b0967"
"CIDm00000753" "b0968"
"CIDm00000753" "b0972"
"CIDm00000753" "b0973"
"CIDm00000753" "b0980"
"CIDm00000753" "b0982"
"CIDm00000753" "b0990"
"CIDm00000753" "b0993"
"CIDm00000753" "b0995"
"CIDm00000753" "b0997"
"CIDm00000753" "b1000"
"CIDm00000753" "b1002"
"CIDm00000753" "b1004"
"CIDm00000753" "b1007"
"CIDm00000753" "b1008"
"CIDm00000753" "b1010"
"CIDm00000753" "b1011"
"CIDm00000753" "b1012"
"CIDm00000753" "b1013"
"CIDm00000753" "b1014"
"CIDm00000753" "b1019"
"CIDm00000753" "b1023"
"CIDm00000753" "b1025"
"CIDm00000753" "b1033"
"CIDm00000753" "b1034"
"CIDm00000753" "b1040"
"CIDm00000753" "b1045"
"CIDm00000753" "b1059"
"CIDm00000753" "b1066"
"CIDm00000753" "b1068"
"CIDm00000753" "b1072"
"CIDm00000753" "b1075"
"CIDm00000753" "b1087"
"CIDm00000753" "b1091"
"CIDm00000753" "b1092"
"CIDm00000753" "b1093"
"CIDm00000753" "b1094"
"CIDm00000753" "b1095"
"CIDm00000753" "b1096"
"CIDm00000753" "b1097"
"CIDm00000753" "b1098"
"CIDm00000753" "b1100"
"CIDm00000753" "b1103"
"CIDm00000753" "b1106"
"CIDm00000753" "b1107"
"CIDm00000753" "b1113"
"CIDm00000753" "b1119"
"CIDm00000753" "b1120"
"CIDm00000753" "b1123"
"CIDm00000753" "b1127"
"CIDm00000753" "b1128"
"CIDm00000753" "b1129"
"CIDm00000753" "b1131"
"CIDm00000753" "b1134"
"CIDm00000753" "b1136"
"CIDm00000753" "b1145"
"CIDm00000753" "b1158"
"CIDm00000753" "b1163"
"CIDm00000753" "b1168"
"CIDm00000753" "b1178"
"CIDm00000753" "b1180"
"CIDm00000753" "b1183"
"CIDm00000753" "b1184"
"CIDm00000753" "b1189"
"CIDm00000753" "b1190"
"CIDm00000753" "b1192"
"CIDm00000753" "b1193"
"CIDm00000753" "b1198"
"CIDm00000753" "b1199"
"CIDm00000753" "b1200"
"CIDm00000753" "b1201"
"CIDm00000753" "b1204"
"CIDm00000753" "b1206"
"CIDm00000753" "b1208"
"CIDm00000753" "b1210"
"CIDm00000753" "b1215"
"CIDm00000753" "b1221"
"CIDm00000753" "b1222"
"CIDm00000753" "b1224"
"CIDm00000753" "b1225"
"CIDm00000753" "b1232"
"CIDm00000753" "b1238"
"CIDm00000753" "b1241"
"CIDm00000753" "b1243"
"CIDm00000753" "b1253"
"CIDm00000753" "b1256"
"CIDm00000753" "b1260"
"CIDm00000753" "b1261"
"CIDm00000753" "b1262"
"CIDm00000753" "b1263"
"CIDm00000753" "b1264"
"CIDm00000753" "b1271"
"CIDm00000753" "b1275"
"CIDm00000753" "b1276"
"CIDm00000753" "b1277"
"CIDm00000753" "b1278"
"CIDm00000753" "b1281"
"CIDm00000753" "b1285"
"CIDm00000753" "b1288"
"CIDm00000753" "b1294"
"CIDm00000753" "b1297"
"CIDm00000753" "b1300"
"CIDm00000753" "b1303"
"CIDm00000753" "b1308"
"CIDm00000753" "b1309"
"CIDm00000753" "b1313"
"CIDm00000753" "b1314"
"CIDm00000753" "b1315"
"CIDm00000753" "b1316"
"CIDm00000753" "b1317"
"CIDm00000753" "b1320"
"CIDm00000753" "b1325"
"CIDm00000753" "b1326"
"CIDm00000753" "b1327"
"CIDm00000753" "b1329"
"CIDm00000753" "b1333"
"CIDm00000753" "b1335"
"CIDm00000753" "b1337"
